Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2019-02-13T22:59:59.000Z,3569.554833,3589.224148,3625.790495,3556.898552
BTC,2019-02-14T23:00:00.000Z,3558.396858,3569.554837,3587.773513,3536.428098
BTC,2019-02-15T22:59:59.000Z,3566.247765,3555.19948,3617.520131,3542.412504
BTC,2019-02-16T22:59:59.000Z,3596.405191,3566.23715,3607.963504,3564.609675
BTC,2019-02-17T22:59:59.000Z,3606.151988,3596.388615,3662.620411,3558.757213
BTC,2019-02-18T23:00:00.000Z,3865.318165,3606.132961,3925.121367,3598.924256
BTC,2019-02-19T23:00:00.000Z,3904.48292,3869.834104,3975.889598,3842.300685
BTC,2019-02-20T22:59:59.000Z,3924.739844,3904.465644,3964.555496,3861.120342
BTC,2019-02-21T23:00:00.000Z,3889.758485,3924.739844,3979.057929,3870.950163
BTC,2019-02-22T22:59:59.000Z,3933.60759,3898.507867,3953.534813,3889.619696
BTC,2019-02-23T22:59:59.000Z,4105.112759,3933.606112,4146.011274,3912.744127
BTC,2019-02-24T22:59:59.000Z,3763.620516,4105.095188,4178.658614,3697.82002
BTC,2019-02-25T22:59:59.000Z,3819.865341,3763.622167,3852.370301,3729.685214
BTC,2019-02-26T22:59:59.000Z,3797.58179,3819.879316,3831.029065,3762.212195
BTC,2019-02-27T23:00:00.000Z,3772.936335,3796.637284,3824.165879,3666.524016
BTC,2019-02-28T22:59:59.000Z,3799.678543,3773.441461,3879.231185,3753.800022
BTC,2019-03-01T22:59:59.000Z,3811.611979,3799.367026,3840.044823,3788.918498
BTC,2019-03-02T22:59:59.000Z,3804.41917,3806.691513,3819.194356,3759.409216
BTC,2019-03-03T22:59:59.000Z,3782.664101,3807.845756,3818.695481,3766.242048
BTC,2019-03-04T22:59:59.000Z,3689.862893,3783.355063,3804.353616,3663.477743
BTC,2019-03-05T22:59:59.000Z,3832.080885,3701.049871,3866.718704,3688.697154
BTC,2019-03-06T22:59:59.000Z,3848.95637,3832.592429,3881.96577,3802.516054
BTC,2019-03-07T22:59:59.000Z,3859.839983,3848.956367,3890.745492,3827.670303
BTC,2019-03-08T23:00:00.000Z,3828.371904,3859.800616,3917.997566,3778.516481
BTC,2019-03-09T23:00:00.000Z,3898.86846,3841.887138,3948.88414,3832.144912
BTC,2019-03-10T22:59:59.000Z,3899.655869,3916.756192,3921.934211,3865.915781
BTC,2019-03-11T22:59:59.000Z,3851.24919,3899.459274,3913.45552,3819.928943
BTC,2019-03-12T22:59:59.000Z,3866.295946,3851.623882,3879.971604,3795.675857
BTC,2019-03-13T23:00:00.000Z,3846.274442,3866.295957,3873.719094,3823.808796
BTC,2019-03-14T22:59:59.000Z,3855.744363,3846.27445,3897.72571,3792.391914
BTC,2019-03-15T22:59:59.000Z,3892.052301,3855.744324,3908.278294,3843.448963
BTC,2019-03-16T22:59:59.000Z,3985.851236,3892.052229,4033.682777,3891.818369
BTC,2019-03-17T23:00:00.000Z,3970.389045,3989.536665,3992.605506,3931.58218
BTC,2019-03-18T23:00:00.000Z,3974.415764,3970.383597,4020.892414,3931.674029
BTC,2019-03-19T22:59:59.000Z,3996.037131,3970.281987,4020.007072,3949.892921
BTC,2019-03-20T23:00:00.000Z,4027.787395,3996.037055,4034.526497,3964.793637
BTC,2019-03-21T22:59:59.000Z,3974.811429,4026.588651,4053.538056,3904.836084
BTC,2019-03-22T22:59:59.000Z,3987.305225,3974.811248,4002.532316,3957.944316
BTC,2019-03-23T23:00:00.000Z,3977.707443,3977.276039,4006.984568,3961.802425
BTC,2019-03-24T22:59:59.000Z,3968.438701,3977.707443,3990.965292,3940.879744
BTC,2019-03-25T22:59:59.000Z,3913.781717,3972.696582,3982.232764,3903.29393
BTC,2019-03-26T22:59:59.000Z,3915.37532,3913.781742,3928.979427,3876.720858
BTC,2019-03-27T23:00:00.000Z,4018.59051,3925.865359,4030.357641,3914.577708
BTC,2019-03-28T22:59:59.000Z,4008.370872,4018.59051,4033.386524,3990.008616
BTC,2019-03-29T23:00:00.000Z,4080.260114,4008.37107,4100.149119,4006.619169
BTC,2019-03-30T23:00:00.000Z,4081.221605,4090.750409,4128.415102,4030.061257
BTC,2019-03-31T22:59:59.000Z,4094.704791,4081.221605,4104.536254,4073.245456
BTC,2019-04-01T22:59:58.000Z,4135.18494,4094.704791,4148.6618,4052.601676
BTC,2019-04-02T22:59:58.000Z,4818.770635,4135.182905,4961.780306,4132.55666
BTC,2019-04-03T22:59:58.000Z,5102.150753,4818.773504,5325.233877,4810.244974
BTC,2019-04-04T22:59:59.000Z,4875.599431,4966.90163,5071.589614,4787.707994
BTC,2019-04-05T22:59:59.000Z,5030.933271,4875.596147,5060.703203,4875.596147
BTC,2019-04-06T22:59:59.000Z,5028.321082,5032.791239,5229.957551,4934.263044
BTC,2019-04-07T22:59:59.000Z,5198.17317,5028.320269,5247.464931,5019.333332
BTC,2019-04-08T22:59:59.000Z,5260.205043,5192.929096,5343.247093,5088.678145
BTC,2019-04-09T22:59:59.000Z,5179.997649,5260.200329,5285.86342,5117.006185
BTC,2019-04-10T22:59:59.000Z,5283.543758,5179.996674,5450.989154,5170.615377
